顧客ID,生年月日,性別,携帯TEL,自宅TEL,携帯メール,PCメール,職業
"224430001","19711008","女","有","無","有","無","主婦"
"224510018","19651002","男","有","有","無","有","会社員"
"224510020","19980322","女","有","無","有","無","学生"
"224520003","19790706","女","有","無","有","無","主婦"
"224610005","19780916","女","有","有","有","無","主婦"
"224610006","19540318","男","有","有","無","有","自営業"
"224710007","19840119","女","有","無","有","無","主婦"
"224710009","19850409","女","有","無","有","無","主婦"
"224720006","19991026","女","有","有","有","無",""
"224730005","19910903","女","有","無","有","無","会社員"
"224750005","19840627","女","有","無","有","有","会社員"
"224810014","19850716","男","有","無","無","有","その他"
"224850008","19530305","女","有","有","有","無","パート・アルバイト"
"225110025","19820831","女","有","無","有","無",""
"225110027","19680204","女","有","無","有","無","会社員"
"225120035","19880706","男","有","有","有","無",""
"225120037","19841017","男","有","有","有","無","会社員"
"225120056","19850604","女","有","無","無","有","会社員"
"225130007","19630518","女","有","有","無","有",""
"225140004","19500829","男","有","有","無","有",""
"225150038","19950723","女","有","無","有","無","パート・アルバイト"
"225210013","19740412","女","有","有","無","有",""
"225230011","19760326","女","有","無","有","無","会社員"
"225310005","19800806","男","有","有","有","無","会社員"
"225310060","19710121","女","有","有","有","無","会社員"
"225310077","19820801","男","有","有","無","有",""
"225310079","19750414","男","有","無","無","有","会社員"
"225410026","19651012","女","有","無","有","無","会社員"
"225450014","19630116","女","有","無","有","無","会社員"
"225510014","19860824","女","有","有","有","無","会社員"
"225530002","19860127","男","有","無","有","無",""
"225710005","19760611","男","有","無","無","有","その他"
"225720005","19940830","女","有","有","有","無","その他"
"225720008","19850403","男","有","無","無","有","会社員"
"229250004","19670112","女","有","無","有","無","主婦"
"229410011","19470817","女","無","有","無","無","会社員"
"229520002","19600225","女","有","無","有","無","パート・アルバイト"
"229610007","19850311","女","有","無","有","無","主婦"
"229910001","19680208","男","有","無","有","無","自営業"
"230310002","19680726","女","有","無","有","無","会社員"
"230330004","19861230","女","有","無","有","無","その他"
"230410003","19800923","男","有","有","有","有",""
"230650001","19750825","男","有","無","無","有","会社員"
"230710003","19960314","女","有","無","有","無","会社員"
"231130005","19930324","女","有","有","無","有","会社員"
"231140003","19900806","女","有","無","無","有",""
"231210007","19990201","男","有","無","有","無","学生"
"231250003","19760819","女","有","無","無","有","会社員"
"231250006","19910714","女","有","無","有","無","会社員"
"231410006","19891202","女","有","無","無","有","会社員"
"231550001","19770117","","有","無","無","有",""
"231810008","19700118","女","無","有","無","有","主婦"
"234110007","19590413","女","有","無","有","無",""
"234130002","19931105","女","有","無","無","有","会社員"
"234150004","19930804","女","有","無","無","有","会社員"
"234210007","19730411","女","有","無","有","無","主婦"
"234210011","19670510","女","有","有","有","無","主婦"
"234230004","19620908","女","有","無","有","無","その他"
"234310004","19720521","女","有","無","無","有","会社員"
"234320002","19770110","女","有","有","有","無","その他"
"234410001","19650314","女","有","無","有","無","主婦"
"234510001","19771003","女","有","無","有","無","会社員"
"234520002","19890518","男","有","無","有","無","会社員"
"234610004","19970218","女","有","無","無","有","学生"
"234620003","19920324","男","有","無","有","無","会社員"
"234630002","19800909","女","有","無","無","有","会社員"
"234630003","19760803","女","有","有","有","無","会社員"
"234650002","19670407","男","有","無","無","有","自営業"
"234710001","19730716","男","有","無","有","無","自営業"
"234720004","19910830","女","有","無","有","無","会社員"
"235110008","19960327","女","有","無","無","有","会社員"
"235120017","19830809","女","有","無","無","有","会社員"
"235130001","19830708","女","有","無","有","無",""
"235150013","19770717","女","有","無","有","無","会社員"
"235210005","19900912","女","有","無","有","有",""
"235210006","19750728","女","有","有","有","無","主婦"
"235210018","19830929","女","有","無","有","無",""
"235310013","19781213","女","有","無","有","無","会社員"
"235310017","19731202","女","有","無","無","無","主婦"
"235330004","19911214","女","有","無","有","無","パート・アルバイト"
"235350001","19710727","女","有","無","有","無","主婦"
"235520004","19881007","女","有","有","有","無","パート・アルバイト"
"235610009","19841015","女","有","無","有","無",""
"235610012","19661116","女","有","無","有","無","パート・アルバイト"
"235710001","19720616","女","有","有","有","無","自営業"
"235750001","19930414","女","有","無","有","無",""
"235810006","19830901","女","有","無","有","無","パート・アルバイト"
"235810021","19780413","女","有","無","有","無",""
"236120017","19690926","女","有","無","有","無","パート・アルバイト"
"236150016","19850131","男","有","無","無","有",""
"236230002","19800208","女","有","無","無","有","パート・アルバイト"
"236230005","19930825","女","有","有","有","有",""
"236230006","19891217","女","有","無","無","有","会社員"
"236250003","19951229","女","有","無","無","有","会社員"
"236310003","19810122","男","有","無","有","無","会社員"
"236310006","19930417","女","有","無","無","有","会社員"
"236310010","19851021","男","有","無","無","有","会社員"
"236330005","19890521","男","有","無","無","有","会社員"
"236430001","19871224","女","有","無","有","無","会社員"
"236440001","19880926","女","有","無","無","有","主婦"
"236510012","19980402","女","有","無","有","無","会社員"
"236550001","19941003","女","有","無","有","無","会社員"
"236630009","19971017","女","有","無","有","無","会社員"
"236630012","19821029","女","有","無","有","無","その他"
"236720005","19790501","女","有","無","無","有","会社員"
"236850003","19850621","女","有","無","有","無","会社員"
"238150001","19930709","女","有","無","有","無","その他"
"238150002","19710412","女","有","有","有","無","その他"
"238210001","19960828","女","有","無","有","無","会社員"
"238220001","19830912","女","有","無","無","有",""
"238250001","19641017","女","有","無","無","有","パート・アルバイト"
